,title,price,Desc
334,Suzuki Alto 2015,"Rs 2,580,000","Colombo, "
335,Suzuki Alto Turbo RS 2016,"Rs 4,700,000","Badulla, "
336,Maruti Suzuki Alto K10 2011,"Rs 2,600,000","Puttalam, "
337,Suzuki Alto 800 Lxi 2015,"Rs 1,290,000","Gampaha, "
338,Suzuki Alto Japan 2003,"Rs 2,890,000","Colombo, "
339,Suzuki Alto Japan 2004,"Rs 2,800,000","Colombo, "
340,Suzuki Alto 2002,"Rs 2,850,000","Kandy, "
341,Suzuki Alto 2014,"Rs 2,550,000","Colombo, "
342,Suzuki Alto 2015,"Rs 2,800,000","Colombo, "
343,Suzuki Alto Lxi 2015,"Rs 2,850,000","Kandy, "
344,Suzuki Alto 2015,"Rs 2,875,000","Nuwara Eliya, "
345,Maruti Suzuki Alto LXI 2014,"Rs 3,000,000","Kalutara, "
346,Suzuki Alto LXI 2015,"Rs 2,750,000","Colombo, "
347,Suzuki Alto 2015,"Rs 2,840,000","Badulla, "
348,Suzuki Alto Japan 2011,"Rs 3,850,000","Gampaha, "
349,Suzuki Alto 2015,"Rs 2,790,000","Kandy, "
350,Suzuki Alto 2014,"Rs 2,600,000","Kalutara, "
351,Suzuki Alto 2015,"Rs 1,700,000","Gampaha, "
352,Suzuki Alto 2018,"Rs 4,650,000","Colombo, "
353,Suzuki Alto LXI 2015,"Rs 2,690,000","Colombo, "
354,Maruti Suzuki Alto LXI 800 2015,"Rs 3,000,000","Colombo, "
355,Suzuki Alto 2015,"Rs 2,750,000","Kalutara, "
356,Suzuki Alto 2006,"Rs 1,975,000","Kalutara, "
357,Suzuki Alto 2015,"Rs 3,050,000","Polonnaruwa, "
358,Maruti Suzuki Alto 2015,"Rs 2,750,000","Gampaha, "
359,Suzuki Alto k10 2011,"Rs 2,300,000","Gampaha, "
360,Suzuki Alto Japan 2001,"Rs 2,000,000","Matara, "
361,Suzuki Alto 2016,"Rs 2,600,000","Gampaha, "
362,Suzuki Alto 2015,"Rs 2,950,000","Anuradhapura, "
363,Suzuki Alto 2013,"Rs 2,550,000","Colombo, "
364,Suzuki Alto Japan 2017,"Rs 4,750,000","Gampaha, "
365,Suzuki Alto 2004,"Rs 1,380,000","Anuradhapura, "
366,Suzuki Alto 2015,"Rs 2,690,000","Colombo, "
367,Suzuki Alto 2015,"Rs 2,650,000","Anuradhapura, "
368,Suzuki Alto LHi 2010,"Rs 2,100,000","Anuradhapura, "
369,Suzuki Alto 2015,"Rs 2,675,000","Gampaha, "
370,Suzuki Alto 2010,"Rs 2,300,000","Ratnapura, "
371,Suzuki Alto Japan ANDROID HYBD 2017,"Rs 4,490,000","Colombo, "
372,Suzuki Alto 2015,"Rs 3,025,000","Batticaloa, "
373,Suzuki Alto Japan HYBD S 2017,"Rs 4,490,000","Colombo, "
374,Suzuki Alto 2015,"Rs 1,350,000","Ratnapura, "
375,Suzuki Alto 2015,"Rs 2,720,000","Gampaha, "
376,Suzuki Alto 2005,"Rs 1,000,000","Kandy, "
377,Suzuki Alto 2015,"Rs 2,774,190","Colombo, "
378,Suzuki Alto 2015 Maruti 800,"Rs 3,800,000","Trincomalee, "
379,Suzuki Alto K10 2011,"Rs 2,275,000","Kurunegala, "
380,Suzuki Alto LXI 2010,"Rs 2,500,000","Ratnapura, "
381,Suzuki Alto 2015,"Rs 3,150,000","Galle, "
382,Suzuki Alto 2007,"Rs 2,000,000","Kurunegala, "
383,Maruti Suzuki Alto Japan 2017,"Rs 4,300,000","Colombo, "
384,Suzuki Alto 2016,"Rs 2,900,000","Colombo, "
385,Suzuki Alto Japan 2017,"Rs 3,800,000","Colombo, "
386,Suzuki Alto 2017,"Rs 3,250,000","Colombo, "
387,Suzuki Alto Japan 2015,"Rs 4,650,000","Kegalle, "
388,Suzuki Alto LXI 2012,"Rs 2,425,000","Vavuniya, "
389,Suzuki Alto 800 2014,"Rs 2,700,000","Colombo, "
390,Suzuki Alto 2015,"Rs 2,800,000","Jaffna, "
391,Suzuki Alto k10 2012,"Rs 2,750,000","Kalutara, "
392,Suzuki Alto K10 VXI 2011,"Rs 2,700,000","Gampaha, "
393,Suzuki Alto 1998,"Rs 1,650,000","Batticaloa, "
394,Suzuki Alto 2007,"Rs 2,300,000","Colombo, "
395,Suzuki Alto JAPAN ANDROID 2017,"Rs 4,500,000","Colombo, "
396,Suzuki Alto 2015,"Rs 2,985,000","Kalutara, "
397,Suzuki Alto 2015,"Rs 3,050,000","Gampaha, "
398,Suzuki Alto xli 2011,"Rs 2,285,000","Matara, "
399,Suzuki Alto 800 2015,"Rs 2,850,000","Kegalle, "
400,Suzuki Alto LXI 2015,"Rs 2,900,000","Puttalam, "
401,Maruti Suzuki Alto Car 2010,"Rs 2,365,000","Colombo, "
402,Suzuki Alto Sport 2011,"Rs 2,300,000","Gampaha, "
403,Suzuki Alto Car 2020,"Rs 4,500,000","Jaffna, "
404,Suzuki Alto 2007,"Rs 2,245,000","Gampaha, "
405,Suzuki Alto Wine Red 2010,"Rs 2,345,000","Gampaha, "
406,Suzuki Alto Japanese 2003,"Rs 3,300,000","Colombo, "
407,Suzuki Alto 800 2008,"Rs 1,150,000","Kegalle, "
408,Suzuki Alto Sports 2010,"Rs 2,400,000","Kandy, "
409,Suzuki Alto 2014,"Rs 2,540,000","Kurunegala, "
410,Maruti Suzuki Alto 2015,"Rs 1,100,000","Ratnapura, "
411,Suzuki Alto 2015,"Rs 2,800,000","Colombo, "
412,Suzuki Alto 2005,"Rs 2,175,000","Colombo, "
413,Suzuki Alto 2015,"Rs 3,100,000","Kalutara, "
414,Suzuki Alto 2003,"Rs 2,500,000","Colombo, "
415,Suzuki Alto 800LXI 2015,"Rs 2,740,000","Gampaha, "
416,Suzuki Alto Car 2015,"Rs 2,775,000","Kandy, "
417,Suzuki Alto 2005,"Rs 2,000,000","Colombo, "
418,Suzuki Alto Lxi Sport 2007,"Rs 2,150,000","Gampaha, "
419,Suzuki Alto japan 2018,"Rs 4,200,000","Kalutara, "
420,Suzuki Alto 2016,"Rs 2,450,000","Kegalle, "
421,Suzuki Alto Japanese 2016,"Rs 4,475,000","Colombo, "
422,Suzuki Alto 2016,"Rs 2,850,000","Colombo, "
423,Suzuki Alto 2015,"Rs 2,550,000","Polonnaruwa, "
424,Suzuki Alto LXi 2015,"Rs 2,850,000","Colombo, "
425,Suzuki Alto 2015,"Rs 2,900,000","Gampaha, "
426,Suzuki Alto Sport 2015,"Rs 2,875,000","Gampaha, "
427,Suzuki Alto 2011,"Rs 2,600,000","Colombo, "
428,Suzuki Alto 2015,"Rs 2,850,000","Anuradhapura, "
429,Suzuki Alto 2016,"Rs 2,500,000","Colombo, "
430,Suzuki Alto LXI 800 2015,"Rs 2,850,000","Colombo, "
431,Suzuki Alto K 10 2014,"Rs 3,075,000","Anuradhapura, "
432,Suzuki Alto 2010,"Rs 2,230,000","Gampaha, "
433,Suzuki Alto 2008,"Rs 1,950,000","Galle, "
434,Maruti Suzuki Alto 800 2015,"Rs 3,150,000","Anuradhapura, "
435,Suzuki Alto 2015,"Rs 2,750,000","Puttalam, "
436,Suzuki Alto 2015,"Rs 2,700,000","Colombo, "
437,Suzuki Alto 2015,"Rs 2,500,000","Kandy, "
438,Suzuki Alto 800 2015,"Rs 2,875,000","Gampaha, "
439,Suzuki Alto 2010,"Rs 2,150,000","Matara, "
440,Suzuki Alto Box 2004,"Rs 2,900,000","Kurunegala, "
441,Suzuki Alto auto japan 2006,"Rs 3,150,000","Matale, "
442,Maruti Suzuki Alto 800 2014,"Rs 2,940,000","Colombo, "
443,Suzuki Alto Sport Lxi 2011,"Rs 2,500,000","Gampaha, "
444,Suzuki Alto 2006,"Rs 2,280,000","Polonnaruwa, "
445,Suzuki Alto 2016,"Rs 3,550,000","Ampara, "
446,Suzuki Alto 2015,"Rs 2,890,000","Kurunegala, "
447,Suzuki Alto 2015,"Rs 2,575,000","Kurunegala, "
448,Suzuki Alto 2010,"Rs 2,300,000","Kandy, "
449,Maruti Suzuki Alto 2012,"Rs 2,150,000","Gampaha, "
450,Suzuki Alto 2015,"Rs 2,925,000","Anuradhapura, "
451,Suzuki Alto 2007,"Rs 2,400,000","Colombo, "
452,Suzuki Alto 2007,"Rs 2,025,000","Anuradhapura, "
453,Suzuki Alto Sport 2007,"Rs 2,390,000","Hambantota, "
454,Suzuki Alto 800 2014,"Rs 2,690,000","Colombo, "
455,Suzuki Alto Lx 800 2015,"Rs 1,500,000","Colombo, "
456,Maruti Suzuki Alto 800 2015,"Rs 3,050,000","Matara, "
457,Suzuki Alto 2016,"Rs 2,500,000","Colombo, "
458,Suzuki Alto 2015,"Rs 2,950,000","Colombo, "
459,Suzuki Alto LXI 2014,"Rs 2,500,000","Gampaha, "
460,Suzuki Alto Japan 2017,"Rs 5,025,000","Colombo, "
461,Suzuki Alto Japan Brown 2016,"Rs 4,890,000","Colombo, "
462,Suzuki Alto 2012,"Rs 2,385,000","Matara, "
463,Suzuki Alto JAPAN 2017,"Rs 4,975,000","Colombo, "
464,Suzuki Alto 800 CC 2010,"Rs 2,625,000","Kandy, "
465,Suzuki Alto 2003,"Rs 3,250,000","Ampara, "
466,Maruti Suzuki Alto 2010,"Rs 2,150,000","Colombo, "
467,Suzuki Alto 2011,"Rs 2,625,000","Badulla, "
468,Suzuki Alto K10 2011,"Rs 2,850,000","Kandy, "
469,Suzuki Alto LXI 2011,"Rs 2,275,000","Colombo, "
470,Suzuki Alto LXI 800 2014,"Rs 2,590,000","Kandy, "
471,Suzuki Alto Japan 2004,"Rs 3,175,000","Colombo, "
472,Suzuki Alto 2015,"Rs 2,850,000","Kurunegala, "
473,Suzuki Alto 800 2013,"Rs 2,665,000","Gampaha, "
474,Suzuki Alto 2015,"Rs 2,990,000","Colombo, "
475,Maruti Suzuki Alto 2011,"Rs 2,500,000","Matara, "
476,Suzuki Alto 2017,"Rs 4,500,000","Colombo, "
477,Suzuki Alto Car 2004,"Rs 2,900,000","Gampaha, "
478,Suzuki Alto 2010,"Rs 2,500,000","Gampaha, "
479,Suzuki Alto sport 2014,"Rs 2,515,000","Kandy, "
480,Suzuki Alto 2016,"Rs 3,400,000","Colombo, "
481,Suzuki Alto Car 2016,"Rs 3,000,000","Mullativu, "
482,Maruti Suzuki Alto K-10 2011,"Rs 2,550,000","Matara, "
483,Suzuki Alto 2014,"Rs 2,800,000","Gampaha, "
484,Suzuki Alto 2015,"Rs 2,850,000","Kegalle, "
485,Suzuki Alto Hybrid S Grade 2015,"Rs 4,550,000","Colombo, "
486,Suzuki Alto Lxi 800 2014,"Rs 2,650,000","Colombo, "
487,Suzuki Alto 2014,"Rs 2,950,000","Colombo, "
488,Suzuki Alto 2014,"Rs 2,475,000","Colombo, "
489,Suzuki Alto 2007,"Rs 2,290,000","Gampaha, "
490,Maruti Suzuki Alto Japan 2017,"Rs 4,650,000","Colombo, "
491,Suzuki Alto 2016,"Rs 3,250,000","Anuradhapura, "
492,Suzuki Alto 2015,"Rs 2,700,000","Kegalle, "
493,Suzuki Alto 2011,"Rs 2,245,000","Kalutara, "
494,Suzuki Alto 2016 VXI - Airbag,"Rs 2,975,000","Matara, "
495,Suzuki Alto ENE CHARGE 2017,"Rs 5,090,000","Colombo, "
496,Suzuki Alto ENE CHARGE JAPAN 2017,"Rs 5,190,000","Colombo, "
497,Suzuki Alto 2011,"Rs 2,590,000","Colombo, "
498,Suzuki Alto 2015,"Rs 2,725,000","Colombo, "
499,Suzuki Alto 2011,"Rs 2,390,000","Gampaha, "
500,Suzuki Alto LXI 800 2015,"Rs 2,750,000","Galle, "
501,Suzuki Alto 2011,"Rs 2,350,000","Hambantota, "
502,Suzuki Alto LXI 2015,"Rs 2,875,000","Anuradhapura, "
503,Suzuki Alto K10 2011,"Rs 2,675,000","Gampaha, "
504,Suzuki Alto 2015,"Rs 2,980,000","Kandy, "
505,Suzuki Alto LXI 2012,"Rs 2,475,000","Ratnapura, "
506,Suzuki Alto Car 2015,"Rs 2,985,000","Gampaha, "
507,Suzuki Alto 2015,"Rs 2,495,000","Colombo, "
508,Suzuki Alto LXI 2016,"Rs 2,850,000","Gampaha, "
509,Suzuki Alto 2011 2010,"Rs 2,425,000","Jaffna, "
510,Suzuki Alto 2015,"Rs 2,740,000","Kurunegala, "
511,Maruti Suzuki Alto K10 2011,"Rs 2,675,000","Polonnaruwa, "
512,Suzuki Alto LXi 2015,"Rs 2,850,000","Colombo, "
513,Suzuki Alto K10 2015,"Rs 3,500,000","Gampaha, "
514,Suzuki Alto LXI 800 2015,"Rs 2,625,000","Matale, "
515,Suzuki Alto LXI800 2015,"Rs 2,790,000","Ratnapura, "
516,Suzuki Alto Japan Edition 2016,"Rs 4,750,000","Colombo, "
517,Suzuki Alto 800 Lxi 2011,"Rs 2,375,000","Matara, "
518,Suzuki Alto 2012,"Rs 2,475,000","Kalutara, "
519,Suzuki Alto 2015,"Rs 3,045,000","Gampaha, "
520,Suzuki Alto 2006,"Rs 1,990,000","Colombo, "
521,Suzuki Alto Japanese 2018,"Rs 4,970,000","Jaffna, "
522,Maruti Suzuki Alto 2010,"Rs 2,050,000","Gampaha, "
523,Suzuki Alto 2011,"Rs 2,875,000","Trincomalee, "
524,Suzuki Alto 2011,"Rs 2,280,000","Matara, "
525,Suzuki Alto 2015,"Rs 3,080,000","Matara, "
526,Suzuki Alto Manual 2015,"Rs 2,940,000","Gampaha, "
527,Suzuki Alto 800 2014,"Rs 2,490,000","Colombo, "
528,Maruti Suzuki Alto 2005,"Rs 1,950,000","Gampaha, "
529,Suzuki Alto UNREGISTERED 2016,"Rs 5,750,000","Gampaha, "
530,Suzuki Alto k10 2011,"Rs 2,850,000","Badulla, "
531,Suzuki Alto 2008,"Rs 2,175,000","Galle, "
532,Maruti Suzuki Alto 2006,"Rs 2,175,000","Matara, "
533,Maruti Suzuki Alto WPKB 5798 2006,"Rs 2,100,000","Kalutara, "
534,Suzuki Alto Lxi Sports 2010,"Rs 2,450,000","Matale, "
535,Suzuki Alto 2015,"Rs 2,900,000","Kurunegala, "
536,Suzuki Alto 2011,"Rs 2,450,000","Anuradhapura, "
537,Suzuki Alto 2011,"Rs 2,550,000","Hambantota, "
538,Suzuki Alto 2015,"Rs 2,760,000","Gampaha, "
539,Suzuki Alto 2016,"Rs 2,765,000","Kalutara, "
540,Suzuki Alto 2010,"Rs 2,475,000","Matale, "
541,Suzuki Alto 2015,"Rs 2,921,400","Galle, "
542,Suzuki Alto K10 2016,"Rs 3,750,000","Colombo, "
543,Suzuki Alto 2015,"Rs 3,090,000","Kegalle, "
544,Suzuki Alto 2015,"Rs 2,950,000","Colombo, "
545,Suzuki Alto 800 2015,"Rs 2,800,000","Kalutara, "
546,Suzuki Alto 2011,"Rs 2,495,000","Kalutara, "
547,Suzuki Alto 2016,"Rs 3,100,000","Ampara, "
548,Maruti Suzuki Alto 2015,"Rs 3,100,000","Gampaha, "
549,Suzuki Alto 2015,"Rs 2,800,000","Colombo, "
550,Maruti Suzuki Alto LXi 2014,"Rs 2,650,000","Colombo, "
551,Suzuki Alto 2014,"Rs 2,500,000","Colombo, "
552,Suzuki Alto Lxi 800 2015,"Rs 3,000,000","Anuradhapura, "
553,Suzuki Alto 2015,"Rs 2,800,000","Colombo, "
554,Suzuki Alto K10 2012,"Rs 2,500,000","Matara, "
555,Suzuki Alto 800 2014,"Rs 2,865,000","Gampaha, "
556,Suzuki Alto Japan 1998,"Rs 1,890,000","Gampaha, "
557,Suzuki Alto 2011,"Rs 2,200,000","Colombo, "
558,Suzuki Alto JAPAN 2017,"Rs 5,090,000","Colombo, "
559,Suzuki Alto JAPAN 2017,"Rs 4,890,000","Colombo, "
560,Suzuki Alto Japan 2017,"Rs 5,175,000","Colombo, "
561,Suzuki Alto Japan S HYBD 2017,"Rs 5,050,000","Colombo, "
562,Maruti Suzuki Alto 2010,"Rs 2,350,000","Matara, "
563,Suzuki Alto 2011,"Rs 2,295,000","Anuradhapura, "
564,Suzuki Alto Japan S 2016,"Rs 4,975,000","Colombo, "
565,Suzuki Alto 2008,"Rs 3,850,000","Colombo, "
566,Suzuki Alto 2010,"Rs 2,350,000","Colombo, "
567,Suzuki Alto 2015,"Rs 2,750,000","Kurunegala, "
568,Suzuki Alto Sport LXI 2011,"Rs 2,320,000","Anuradhapura, "
569,Suzuki Alto 800 2015,"Rs 2,900,000","Kegalle, "
570,Suzuki Alto 800 2015,"Rs 2,850,000","Anuradhapura, "
571,Suzuki Alto 800 2006,"Rs 1,095,000","Colombo, "
572,Suzuki Alto KJ 2010,"Rs 2,450,000","Ampara, "
573,Suzuki Alto 2018,"Rs 5,590,000","Colombo, "
574,Suzuki Alto 2015,"Rs 2,600,000","Colombo, "
575,Suzuki Alto 2015,"Rs 2,750,000","Colombo, "
576,Suzuki Alto 800 2015,"Rs 3,370,000","Colombo, "
577,Suzuki Alto K10 2011,"Rs 2,500,000","Colombo, "
578,Suzuki Alto K10 2011,"Rs 3,100,000","Gampaha, "
579,Suzuki Alto 2015,"Rs 2,800,000","Anuradhapura, "
580,Suzuki Alto 2005,"Rs 2,000,000","Ratnapura, "
581,Suzuki Alto 2014,"Rs 2,400,000","Colombo, "
582,Suzuki Alto 2016,"Rs 2,800,000","Colombo, "
583,Suzuki Alto 2015,"Rs 3,075,000","Kurunegala, "
584,Suzuki Alto DBA - HA363 Japan 2017,"Rs 4,400,000","Colombo, "
585,Suzuki Alto 2004,"Rs 3,450,000","Colombo, "
586,Suzuki Alto 2015,"Rs 2,850,000","Kegalle, "
587,Suzuki Alto 2015,"Rs 2,995,000","Gampaha, "
588,Maruti Suzuki Alto 1996,"Rs 1,260,000","Matara, "
589,Suzuki Alto K10 2011,"Rs 2,900,000","Monaragala, "
590,Suzuki Alto 2015,"Rs 2,830,000","Matara, "
591,Suzuki Alto LXI 2015,"Rs 2,850,000","Gampaha, "
592,Suzuki Alto 2011,"Rs 2,980,000","Ratnapura, "
593,Suzuki Alto laxi 2013,"Rs 2,650,000","Gampaha, "
594,Suzuki Alto 2017,"Rs 3,050,000","Colombo, "
595,Suzuki Alto Japan 2007,"Rs 3,690,000","Colombo, "
596,Suzuki Alto 800 2015,"Rs 2,875,000","Kalutara, "
597,Suzuki Alto LXI 2005,"Rs 2,075,000","Matara, "
598,Suzuki Alto 2015,"Rs 2,590,000","Colombo, "
599,Suzuki Alto 2015,"Rs 2,700,000","Matale, "
600,Suzuki Alto 2015,"Rs 3,150,000","Kalutara, "
601,Suzuki Alto 2015,"Rs 2,725,000","Colombo, "
602,Suzuki Alto LXI 800 2015,"Rs 3,050,000","Colombo, "
603,Suzuki Alto K10 Sports 2014,"Rs 3,090,000","Anuradhapura, "
604,Suzuki Alto maruti 2007,"Rs 2,275,000","Kurunegala, "
605,Suzuki Alto Manual 2015,"Rs 2,815,000","Ratnapura, "
606,Maruti Suzuki Alto sport 2011,"Rs 2,275,000","Anuradhapura, "
607,Suzuki Alto K10 2011,"Rs 2,780,000","Anuradhapura, "
608,Suzuki Alto 2009,"Rs 4,000,000","Gampaha, "
609,Suzuki Alto 2015,"Rs 2,800,000","Polonnaruwa, "
610,Suzuki Alto LXI 2008,"Rs 2,390,000","Colombo, "
611,Suzuki Alto 2017,"Rs 4,475,000","Matara, "
612,Suzuki Alto 2015,"Rs 2,875,000","Colombo, "
613,Maruti Suzuki Alto 2011,"Rs 2,300,000","Kandy, "
614,Suzuki Alto 2015,"Rs 2,800,000","Ratnapura, "
615,Suzuki Alto 2014,"Rs 2,650,000","Gampaha, "
616,Suzuki Alto Car 2015,"Rs 2,875,000","Jaffna, "
617,Suzuki Alto 2011,"Rs 2,830,000","Matale, "
618,Suzuki Alto LXI 2011,"Rs 2,750,000","Gampaha, "
619,Suzuki Alto JAPAN X SAFETY 2017,"Rs 4,990,000","Colombo, "
620,Maruti Suzuki Alto 2005,"Rs 2,300,000","Kalutara, "
621,Suzuki Alto 2015,"Rs 4,125,000","Gampaha, "
622,Suzuki Alto K10 2016,"Rs 3,650,000","Kalutara, "
623,Suzuki Alto Lxi 2011,"Rs 2,550,000","Colombo, "
624,Maruti Suzuki Alto K10 2011,"Rs 2,790,000","Colombo, "
625,Suzuki Alto Lxi 2016,"Rs 3,400,000","Colombo, "
626,Suzuki Alto japan 2017,"Rs 4,100,000","Gampaha, "
627,Maruti Suzuki Alto 2015,"Rs 3,050,000","Kurunegala, "
628,Suzuki Alto 800 LXI 2018,"Rs 3,700,000","Galle, "
629,Suzuki Alto 2011,"Rs 2,000,000","Batticaloa, "
630,Suzuki Alto Lxi 2016,"Rs 3,175,000","Gampaha, "
631,Suzuki Alto 2015,"Rs 2,950,000","Colombo, "
632,Suzuki Alto 2015,"Rs 2,950,000","Colombo, "
633,Suzuki Alto 800 2013,"Rs 2,850,000","Gampaha, "
634,Suzuki Alto trim 2015,"Rs 3,900,000","Gampaha, "
635,Suzuki Alto Japan RS 2015,"Rs 5,375,000","Colombo, "
636,Suzuki Alto LXI 800 2015,"Rs 2,590,000","Colombo, "
637,Suzuki Alto 2015,"Rs 2,800,000","Kalutara, "
638,Suzuki Alto 800 2014,"Rs 2,550,000","Gampaha, "
639,Suzuki Alto 800 2015,"Rs 3,000,000","Colombo, "
640,Suzuki Alto 2012,"Rs 2,500,000","Colombo, "
641,Suzuki Alto 2014,"Rs 2,520,000","Gampaha, "
642,Maruti Suzuki Alto 2010,"Rs 2,300,000","Kalutara, "
643,Suzuki Alto 2015,"Rs 2,975,000","Colombo, "
644,Suzuki Alto 2006,"Rs 2,290,000","Anuradhapura, "
645,Suzuki Alto 2015,"Rs 2,980,000","Kurunegala, "
646,Suzuki Alto K10 2011,"Rs 2,780,000","Polonnaruwa, "
647,Suzuki Alto 1999,"Rs 1,790,000","Kandy, "
648,Suzuki Alto Japan 2017,"Rs 4,725,000","Gampaha, "
649,Suzuki Alto 2010,"Rs 2,400,000","Colombo, "
650,Suzuki Alto trim 2015,"Rs 3,150,000","Anuradhapura, "
651,Suzuki Alto Japan 2007,"Rs 3,690,000","Kurunegala, "
652,Suzuki Alto 2015,"Rs 2,985,000","Matale, "
653,Suzuki Alto 2015,"Rs 2,700,000","Colombo, "
654,Maruti Suzuki Alto Car 2011,"Rs 2,511,000","Kandy, "
655,Suzuki Alto LXI 800 2017,"Rs 3,500,000","Anuradhapura, "
656,Suzuki Alto LXI 2015,"Rs 2,695,000","Colombo, "
657,Suzuki Alto Special Edition 2015,"Rs 3,095,000","Colombo, "
658,Suzuki Alto 800 2015,"Rs 2,825,000","Puttalam, "
659,Suzuki Alto 2010,"Rs 2,366,400","Ratnapura, "
660,Suzuki Alto LXI 2011,"Rs 2,575,000","Colombo, "
661,Suzuki Alto 2013,"Rs 2,500,000","Gampaha, "
662,Suzuki Alto 2015,"Rs 3,050,000","Colombo, "
663,Suzuki Alto 2006,"Rs 2,350,000","Kegalle, "
664,Suzuki Alto 2016,"Rs 3,225,000","Kurunegala, "
665,Suzuki Alto RS 2015,"Rs 5,000,000","Colombo, "
666,Suzuki Alto LXI Reg 2016 2015,"Rs 2,925,000","Kalutara, "
667,Suzuki Alto 2014,"Rs 3,150,000","Anuradhapura, "
